-4.000000	0.000078
-3.960000	0.000201
-3.920000	0.000240
-3.880000	0.000333
-3.840000	0.000413
-3.800000	0.000468
-3.760000	0.000543
-3.720000	0.000631
-3.680000	0.000706
-3.640000	0.000821
-3.600000	0.000918
-3.560000	0.001034
-3.520000	0.001164
-3.480000	0.001331
-3.440000	0.001545
-3.400000	0.001766
-3.360000	0.002018
-3.320000	0.002317
-3.280000	0.002659
-3.240000	0.003055
-3.200000	0.003499
-3.160000	0.004035
-3.120000	0.004636
-3.080000	0.005332
-3.040000	0.006102
-3.000000	0.006982
-2.960000	0.007981
-2.920000	0.009118
-2.880000	0.010403
-2.840000	0.011826
-2.800000	0.013411
-2.760000	0.015100
-2.720000	0.017001
-2.680000	0.019100
-2.640000	0.021353
-2.600000	0.023853
-2.560000	0.026594
-2.520000	0.029537
-2.480000	0.032769
-2.440000	0.036270
-2.400000	0.040132
-2.360000	0.044259
-2.320000	0.048704
-2.280000	0.053515
-2.240000	0.058738
-2.200000	0.064341
-2.160000	0.070357
-2.120000	0.076810
-2.080000	0.083684
-2.040000	0.091051
-2.000000	0.098876
-1.960000	0.107228
-1.920000	0.116021
-1.880000	0.125302
-1.840000	0.135144
-1.800000	0.145595
-1.760000	0.156531
-1.720000	0.167987
-1.680000	0.179981
-1.640000	0.192573
-1.600000	0.205647
-1.560000	0.219261
-1.520000	0.233341
-1.480000	0.247955
-1.440000	0.263055
-1.400000	0.278661
-1.360000	0.294639
-1.320000	0.311133
-1.280000	0.328008
-1.240000	0.345266
-1.200000	0.362776
-1.160000	0.380574
-1.120000	0.398604
-1.080000	0.416813
-1.040000	0.435152
-1.000000	0.453580
-0.960000	0.471926
-0.920000	0.490265
-0.880000	0.508518
-0.840000	0.526577
-0.800000	0.544380
-0.760000	0.562017
-0.720000	0.579147
-0.680000	0.595761
-0.640000	0.611954
-0.600000	0.627536
-0.560000	0.642386
-0.520000	0.656585
-0.480000	0.670044
-0.440000	0.682621
-0.400000	0.694373
-0.360000	0.705133
-0.320000	0.714960
-0.280000	0.723745
-0.240000	0.731422
-0.200000	0.737995
-0.160000	0.743383
-0.120000	0.747670
-0.080000	0.750798
-0.040000	0.752528
0.000000	0.753152
0.040000	0.752586
0.080000	0.750847
0.120000	0.747765
0.160000	0.743522
0.200000	0.738138
0.240000	0.731596
0.280000	0.723933
0.320000	0.715247
0.360000	0.705450
0.400000	0.694637
0.440000	0.682869
0.480000	0.670323
0.520000	0.656792
0.560000	0.642545
0.600000	0.627628
0.640000	0.612015
0.680000	0.595880
0.720000	0.579138
0.760000	0.562081
0.800000	0.544610
0.840000	0.526908
0.880000	0.508936
0.920000	0.490674
0.960000	0.472334
1.000000	0.453914
1.040000	0.435505
1.080000	0.417170
1.120000	0.399022
1.160000	0.381088
1.200000	0.363238
1.240000	0.345640
1.280000	0.328357
1.320000	0.311454
1.360000	0.294989
1.400000	0.278901
1.440000	0.263275
1.480000	0.248079
1.520000	0.233445
1.560000	0.219273
1.600000	0.205671
1.640000	0.192605
1.680000	0.180107
1.720000	0.168143
1.760000	0.156689
1.800000	0.145771
1.840000	0.135356
1.880000	0.125500
1.920000	0.116211
1.960000	0.107459
2.000000	0.099179
2.040000	0.091419
2.080000	0.084041
2.120000	0.077180
2.160000	0.070777
2.200000	0.064782
2.240000	0.059222
2.280000	0.054020
2.320000	0.049221
2.360000	0.044809
2.400000	0.040683
2.440000	0.036897
2.480000	0.033385
2.520000	0.030203
2.560000	0.027319
2.600000	0.024686
2.640000	0.022289
2.680000	0.020082
2.720000	0.018114
2.760000	0.016336
2.800000	0.014753
2.840000	0.013322
2.880000	0.012030
2.920000	0.010909
2.960000	0.009965
3.000000	0.009144
3.040000	0.008481
3.080000	0.007937
3.120000	0.007545
3.160000	0.007283
3.200000	0.007132
3.240000	0.007118
3.280000	0.007222
3.320000	0.007468
3.360000	0.007861
3.400000	0.008387
3.440000	0.009068
3.480000	0.009918
3.520000	0.010941
3.560000	0.012179
3.600000	0.013665
3.640000	0.015457
3.680000	0.017510
3.720000	0.019920
3.760000	0.022744
3.800000	0.026010
3.840000	0.029838
3.880000	0.034351
3.920000	0.039618
3.960000	0.045777
4.000000	0.053018
