1.000e+00	0.100	20
1.000e+00	0.200	20
1.000e+00	0.300	20
1.000e+00	0.400	20
1.000e+00	0.500	20
1.000e+00	0.600	20
1.000e+00	0.700	20
1.000e+00	0.800	20
1.000e+00	0.900	20
9.997e-01	1.000	20
9.989e-01	1.100	20
9.976e-01	1.200	20
9.952e-01	1.300	20
9.917e-01	1.400	20
9.871e-01	1.500	20
9.807e-01	1.600	20
9.707e-01	1.700	20
9.579e-01	1.800	20
9.387e-01	1.900	20
9.120e-01	2.000	20
8.707e-01	2.100	20
7.862e-01	2.200	20
6.391e-01	2.300	20
4.448e-01	2.400	20
3.208e-01	2.500	20
2.466e-01	2.600	20
1.952e-01	2.700	20
1.696e-01	2.800	20
1.484e-01	2.900	20
1.344e-01	3.000	20
1.298e-01	3.100	20
1.173e-01	3.200	20
1.094e-01	3.300	20
1.059e-01	3.400	20
1.003e-01	3.500	20
9.686e-02	3.600	20
9.300e-02	3.700	20
8.878e-02	3.800	20
8.423e-02	3.900	20
8.337e-02	4.000	20
8.145e-02	4.100	20
8.003e-02	4.200	20
7.668e-02	4.300	20
7.542e-02	4.400	20
7.361e-02	4.500	20
7.248e-02	4.600	20
7.183e-02	4.700	20
7.059e-02	4.800	20
6.908e-02	4.900	20
6.651e-02	5.000	20
6.707e-02	5.100	20
6.694e-02	5.200	20
6.583e-02	5.300	20
6.513e-02	5.400	20
6.442e-02	5.500	20
6.392e-02	5.600	20
6.272e-02	5.700	20
6.332e-02	5.800	20
5.984e-02	5.900	20
6.286e-02	6.000	20
6.004e-02	6.100	20
5.806e-02	6.200	20
6.025e-02	6.300	20
5.956e-02	6.400	20
5.799e-02	6.500	20
5.741e-02	6.600	20
5.558e-02	6.700	20
5.657e-02	6.800	20
5.700e-02	6.900	20
5.712e-02	7.000	20
5.590e-02	7.100	20
5.635e-02	7.200	20
5.683e-02	7.300	20
5.378e-02	7.400	20
5.561e-02	7.500	20
5.480e-02	7.600	20
5.531e-02	7.700	20
5.468e-02	7.800	20
5.354e-02	7.900	20
5.309e-02	8.000	20
5.343e-02	8.100	20
5.290e-02	8.200	20
5.314e-02	8.300	20
5.363e-02	8.400	20
5.131e-02	8.500	20
5.061e-02	8.600	20
5.191e-02	8.700	20
5.140e-02	8.800	20
5.262e-02	8.900	20
5.110e-02	9.000	20
4.987e-02	9.100	20
5.189e-02	9.200	20
5.117e-02	9.300	20
5.220e-02	9.400	20
5.151e-02	9.500	20
5.073e-02	9.600	20
5.069e-02	9.700	20
5.028e-02	9.800	20
4.982e-02	9.900	20
4.985e-02	10.000	20
