1.000e+00	0.100	80
1.000e+00	0.200	80
1.000e+00	0.300	80
1.000e+00	0.400	80
1.000e+00	0.500	80
1.000e+00	0.600	80
1.000e+00	0.700	80
1.000e+00	0.800	80
1.000e+00	0.900	80
9.998e-01	1.000	80
9.989e-01	1.100	80
9.975e-01	1.200	80
9.953e-01	1.300	80
9.919e-01	1.400	80
9.870e-01	1.500	80
9.801e-01	1.600	80
9.706e-01	1.700	80
9.574e-01	1.800	80
9.389e-01	1.900	80
9.122e-01	2.000	80
8.687e-01	2.100	80
7.848e-01	2.200	80
3.796e-01	2.300	80
1.193e-01	2.400	80
8.109e-02	2.500	80
5.978e-02	2.600	80
4.939e-02	2.700	80
4.204e-02	2.800	80
3.814e-02	2.900	80
3.436e-02	3.000	80
3.167e-02	3.100	80
2.929e-02	3.200	80
2.772e-02	3.300	80
2.596e-02	3.400	80
2.505e-02	3.500	80
2.390e-02	3.600	80
2.231e-02	3.700	80
2.213e-02	3.800	80
2.087e-02	3.900	80
2.069e-02	4.000	80
2.034e-02	4.100	80
1.913e-02	4.200	80
1.893e-02	4.300	80
1.874e-02	4.400	80
1.837e-02	4.500	80
1.851e-02	4.600	80
1.740e-02	4.700	80
1.759e-02	4.800	80
1.700e-02	4.900	80
1.697e-02	5.000	80
